movie_id,title,url_poster,rating,link_film,release_date,overview
107,Veteran (2015),https://image.tmdb.org/t/p/w185/59KtPlcr2GQIudEA6B5KNY5NnBf.jpg,7,https://tv9.idlix.asia/movie/veteran-2015/,2015-08-05,
108,First Knight (1995),https://image.tmdb.org/t/p/w185/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,6,https://tv9.idlix.asia/movie/first-knight-1995/,1995-07-07,
109,Into the Blue (2005),https://image.tmdb.org/t/p/w185/h5oXcjRu0EOiAxSxYuGq58897tu.jpg,5.900000095367432,https://tv9.idlix.asia/movie/into-the-blue-2005/,2005-09-30,
110,Jake Paul vs. Mike Tyson (2024),https://image.tmdb.org/t/p/w185/LeriBDsXAGbHQwddIsp9CnvEzl.jpg,0,https://tv9.idlix.asia/movie/jake-paul-vs-mike-tyson-2024/,2024-11-15,
111,Levels (2024),https://image.tmdb.org/t/p/w185/y1xm0jMIlx9Oo2a3jWNyLGm43sJ.jpg,0,https://tv9.idlix.asia/movie/levels-2024/,2024-11-01,
112,The Count of Monte-Cristo (2024),https://image.tmdb.org/t/p/w185/zw4kV7npGtaqvUxvJE9IdqdFsNc.jpg,7.900000095367432,https://tv9.idlix.asia/movie/the-count-of-monte-cristo-2024/,2024-06-28,
113,Dragonheart: Vengeance (2020),https://image.tmdb.org/t/p/w185/qs6gz6atyQcAvqC6qZaslOjliUG.jpg,5.400000095367432,https://tv9.idlix.asia/movie/dragonheart-vengeance-2020/,2020-02-04,
114,DragonHeart: A New Beginning (2000),https://image.tmdb.org/t/p/w185/yTRf0eiLAFCSRfiboiUFUloRc3l.jpg,4.5,https://tv9.idlix.asia/movie/dragonheart-a-new-beginning-2000/,2000-08-08,
115,DragonHeart (1996),https://image.tmdb.org/t/p/w185/5ciO16x4LQ7uhy854YHvQuQvHU9.jpg,6.400000095367432,https://tv9.idlix.asia/movie/dragonheart-1996/,1996-05-31,
116,Endless Battle (2023),https://image.tmdb.org/t/p/w185/1LE95fVuA14LjnMD0FyjRx6ni7D.jpg,0,https://tv9.idlix.asia/movie/endless-battle-2023/,2023-08-04,
117,Rebel (2022),https://image.tmdb.org/t/p/w185/5ddPvvVL4Fba226RI8un8br66KL.jpg,7.400000095367432,https://tv9.idlix.asia/movie/rebel-2022/,2022-08-31,
118,Mighty Morphin Power Rangers: The Movie (1995),https://image.tmdb.org/t/p/w185/pcLbHqs80dchv0byHivhdwHKEup.jpg,5.300000190734863,https://tv9.idlix.asia/movie/mighty-morphin-power-rangers-the-movie-1995/,1995-06-30,
119,Untouchable Lawmen (2015),https://image.tmdb.org/t/p/w185/faplWlxPTgSdxbmoPeFgh4nqSIZ.jpg,6.300000190734863,https://tv9.idlix.asia/movie/untouchable-lawmen-2015/,2015-08-27,
120,Freedom (2024),https://image.tmdb.org/t/p/w185/b2YL2kncIqlcDcqly78AsOPJi6r.jpg,0,https://tv9.idlix.asia/movie/freedom-2024/,2024-11-01,
121,Apocalypse Z: The Beginning of the End (2024),https://image.tmdb.org/t/p/w185/jaBToJ1DZcwn5wOsQeLOXFVlBLn.jpg,7,https://tv9.idlix.asia/movie/apocalypse-z-the-beginning-of-the-end-2024/,2024-10-04,
122,Classified (2024),https://image.tmdb.org/t/p/w185/3k8jv1kSAAc0rCfFGtWDDQL4dfK.jpg,3.799999952316284,https://tv9.idlix.asia/movie/classified-2024/,2024-09-19,
123,Walking Tall (2004),https://image.tmdb.org/t/p/w185/2sdmKtRz2SlGSLxxZDePKm5zxus.jpg,6.300000190734863,https://tv9.idlix.asia/movie/walking-tall-2004/,2004-04-02,
124,Vampire Hunter D: Bloodlust (2000),https://image.tmdb.org/t/p/w185/4hJUWgdmoFsNpzyTN6QjoZcaivO.jpg,7.599999904632568,https://tv9.idlix.asia/movie/vampire-hunter-d-bloodlust-2000/,2000-08-25,
125,Strangers (2024),https://image.tmdb.org/t/p/w185/ohpuwSBMgP44OPduPkpOtLxh90w.jpg,4.300000190734863,https://tv9.idlix.asia/movie/strangers-2024/,2024-08-16,
126,First Shift (2024),https://image.tmdb.org/t/p/w185/ajsGI4JYaciPIe3gPgiJ3Vw5Vre.jpg,4.199999809265137,https://tv9.idlix.asia/movie/first-shift-2024/,2024-08-30,
